positive,negative,sentiment
-31.126414,-39.375338,1.0
-12.135327,-19.687669,1.0
-82.710124,-89.113042,1.0
0.000000,0.000000,1.0
-58.319781,-75.245971,1.0
-18.698109,-27.036287,1.0
-12.277422,-31.179422,1.0
-17.826270,-26.679612,1.0
-18.537766,-25.398678,1.0
-57.327969,-66.670544,1.0
-70.804701,-75.061161,1.0
-26.410896,-33.671555,1.0
-71.104674,-84.865629,1.0
-10.658217,-18.589057,1.0
-19.961801,-27.883585,1.0
-49.995960,-70.379030,1.0
-16.181114,-22.678358,1.0
-25.595782,-31.417772,1.0
-22.148384,-34.063227,1.0
-4.623102,-4.887809,1.0
-73.434977,-99.884189,1.0
-63.444195,-73.804809,1.0
-18.714657,-29.836485,1.0
-11.593525,-19.399987,1.0
-25.069476,-25.785794,1.0
-54.132197,-63.817397,1.0
-65.294569,-77.584675,1.0
-65.239646,-78.451791,1.0
-23.515479,-33.845909,1.0
-22.912490,-32.185416,1.0
-50.001052,-61.163098,1.0
-40.845531,-55.856437,1.0
-9.114902,-16.221933,1.0
-15.118220,-24.089345,1.0
-8.999833,-17.289774,1.0
-36.578425,-40.492350,1.0
-49.022385,-54.482922,1.0
-52.075112,-61.315832,1.0
-4.623102,-4.887809,1.0
-67.873639,-80.747230,1.0
-98.747977,-113.787881,1.0
-39.467328,-49.348563,1.0
-61.429713,-74.201304,1.0
-62.469492,-73.603181,1.0
-67.345245,-78.019827,1.0
-86.296251,-93.077563,1.0
-47.925938,-61.705389,1.0
-36.807281,-41.746102,1.0
-15.217203,-23.207646,1.0
-64.156839,-72.187699,1.0
-37.708037,-48.128216,1.0
-20.176682,-26.967926,1.0
-57.149801,-68.295822,1.0
-24.967907,-34.099400,1.0
-51.223272,-59.094560,1.0
-73.434977,-99.884189,1.0
-19.556336,-27.515860,1.0
-26.509472,-31.804208,1.0
-39.434459,-49.395664,1.0
-24.013000,-31.447533,1.0
-38.654245,-44.902689,1.0
-77.095993,-85.002631,1.0
-78.526545,-86.431699,1.0
-4.623102,-4.887809,1.0
-95.031395,-107.636717,1.0
-27.372996,-35.098672,1.0
-35.238347,-43.648425,1.0
-41.702807,-56.839733,1.0
-56.116775,-68.095751,1.0
-41.959975,-43.941653,1.0
-70.459449,-87.512400,1.0
-53.100189,-63.484886,1.0
-79.017116,-85.742907,1.0
-34.696889,-42.318399,1.0
-53.704569,-61.576643,1.0
-20.987360,-30.632338,1.0
-96.281527,-108.316837,1.0
-28.929189,-40.473950,1.0
-12.135327,-19.687669,1.0
-4.092474,-10.393141,1.0
-19.456766,-29.152670,1.0
-17.025492,-23.704083,1.0
-30.403043,-39.361442,1.0
-10.263525,-16.743230,1.0
-56.827601,-59.078852,1.0
-39.475414,-47.634970,1.0
-32.268757,-41.557810,1.0
-4.623102,-4.887809,1.0
-111.639487,-113.516569,1.0
-29.973980,-36.243855,1.0
-2.437051,-9.294528,1.0
-75.065653,-90.236473,1.0
-26.083939,-35.389833,1.0
-9.938102,-18.589057,1.0
-62.075996,-71.159824,1.0
-32.139274,-40.267261,1.0
-52.897317,-64.984355,1.0
-66.857564,-76.792916,1.0
-21.495523,-29.922130,1.0
-46.087077,-53.580399,1.0
-28.938909,-40.272959,1.0
-7.008391,-14.827857,1.0
-61.627971,-69.623717,1.0
-56.086075,-68.475318,1.0
-68.154169,-75.986687,1.0
-11.036715,-18.078231,1.0
-43.312640,-51.114268,1.0
-14.937190,-25.016107,1.0
-54.427326,-62.481749,1.0
-22.840999,-28.183690,1.0
-14.846113,-22.489452,1.0
-73.434977,-99.884189,1.0
-58.611804,-70.960225,1.0
-6.603916,-15.133792,1.0
-12.135327,-19.687669,1.0
-17.563905,-24.807810,1.0
-4.623102,-4.887809,1.0
-42.504176,-48.142551,1.0
-38.707352,-46.783920,1.0
-9.114902,-16.743230,1.0
-64.477098,-73.552756,1.0
-22.200970,-32.048872,1.0
-19.435708,-27.085077,1.0
-9.995261,-17.895909,1.0
-52.314868,-64.568918,1.0
-103.319965,-123.266505,1.0
-35.500822,-41.158848,1.0
-35.659904,-42.716623,1.0
-71.414400,-94.195603,1.0
-73.811081,-85.519816,1.0
-75.212623,-88.583254,1.0
-43.121550,-49.483017,1.0
-21.665827,-28.694515,1.0
-34.285492,-40.517668,1.0
-6.603916,-15.133792,1.0
-42.375099,-52.552748,1.0
-41.873309,-49.663118,1.0
-4.623102,-4.887809,1.0
-79.103676,-88.448547,1.0
-72.892112,-77.649880,1.0
-19.531115,-34.135356,1.0
-79.344657,-88.819767,1.0
-88.026193,-95.476035,1.0
-49.634539,-59.437547,1.0
-18.770527,-26.702085,1.0
-24.593352,-34.087071,1.0
-81.786963,-86.364723,1.0
-19.159454,-28.982197,1.0
-40.117001,-50.899411,1.0
-20.157642,-25.881104,1.0
-94.146757,-100.898565,1.0
-40.845531,-55.856437,1.0
-4.623102,-4.887809,1.0
-63.194938,-71.049817,1.0
-51.759130,-55.229546,1.0
-86.541924,-95.111880,1.0
-30.290356,-40.155878,1.0
-23.169904,-28.876837,1.0
-64.214603,-75.352380,1.0
-76.623381,-89.540362,1.0
-23.575369,-30.486275,1.0
-29.362825,-37.141746,1.0
-49.622756,-70.909658,1.0
-42.627474,-55.730532,1.0
-84.012965,-93.296032,1.0
-36.695278,-45.504235,1.0
-17.621475,-27.308221,1.0
-4.623102,-4.887809,1.0
-48.835415,-56.842195,1.0
-47.991010,-53.198394,1.0
-22.587019,-28.465329,1.0
-6.603916,-15.133792,1.0
-75.065653,-90.236473,1.0
-105.347409,-110.727105,1.0
-68.824996,-78.031671,1.0
-49.875009,-64.423533,1.0
-26.634039,-34.770168,1.0
-32.517395,-36.751876,1.0
-48.176512,-57.543212,1.0
-13.877093,-19.687669,1.0
-6.603916,-15.133792,1.0
-29.314247,-37.235443,1.0
-12.135327,-19.687669,1.0
-82.551927,-85.371100,1.0
-25.697068,-32.492559,1.0
-29.803900,-35.134903,1.0
-15.493244,-23.525453,1.0
-70.802611,-80.623008,1.0
-17.367695,-23.770891,1.0
-21.833603,-30.080810,1.0
-27.870307,-40.919586,1.0
-15.680870,-22.445506,1.0
-18.448433,-26.319609,1.0
-73.121019,-94.619737,1.0
-10.882564,-19.687669,1.0
-28.482286,-35.804241,1.0
-35.322611,-43.686674,1.0
-38.052101,-48.382184,1.0
-53.888670,-61.828423,1.0
-19.396552,-20.786281,1.0
-66.844137,-77.475134,1.0
-44.817861,-52.719908,1.0
-43.208746,-57.859034,1.0
-85.512561,-95.444748,1.0
-37.884712,-46.295461,1.0
-38.523856,-50.088952,1.0
-63.701526,-75.593009,1.0
-36.578425,-40.492350,1.0
-69.475277,-79.907426,1.0
-102.226945,-115.425074,1.0
-65.954135,-78.464527,1.0
-34.598584,-46.166610,1.0
-9.570378,-17.895909,1.0
-71.672298,-77.809002,1.0
-16.985068,-24.304190,1.0
-33.273645,-40.473950,1.0
-19.787724,-29.099980,1.0
-105.519458,-119.201216,1.0
-6.603916,-15.133792,1.0
-50.961041,-71.420484,1.0
-16.945346,-26.625545,1.0
-129.881369,-144.327425,1.0
-19.348696,-24.497313,1.0
-57.897467,-66.044313,1.0
-22.336906,-30.749589,1.0
-15.445308,-20.786281,1.0
-10.749033,-19.687669,1.0
-4.623102,-4.887809,1.0
-39.067159,-44.892006,1.0
-72.184127,-84.198214,1.0
-97.404908,-111.280024,1.0
-42.554646,-54.921637,1.0
-79.521438,-85.953429,1.0
-111.184485,-116.857483,1.0
-54.096019,-65.586748,1.0
-46.815301,-57.236935,1.0
-15.021258,-20.967862,1.0
-42.531144,-50.073581,1.0
-31.616853,-40.503145,1.0
-24.867470,-32.238059,1.0
-134.425199,-151.162953,1.0
-36.875646,-43.668114,1.0
-58.746310,-74.438992,1.0
-21.788340,-33.147485,1.0
-79.852288,-86.710202,1.0
-8.345682,-16.232404,1.0
-28.600685,-39.780803,1.0
-33.591123,-43.587330,1.0
-4.623102,-4.887809,1.0
-22.745022,-29.423298,1.0
-33.503501,-40.939106,1.0
-22.200970,-32.048872,1.0
-14.819947,-23.661901,1.0
-31.354219,-39.226934,1.0
-14.579425,-21.970082,1.0
-20.865339,-33.000881,1.0
-16.798275,-24.344237,1.0
-18.991087,-18.706840,1.0
-37.123492,-48.783369,1.0
-23.083561,-31.179422,1.0
-17.674720,-23.151293,1.0
-104.456059,-114.906714,1.0
-70.096402,-77.720341,1.0
-39.108012,-50.432485,1.0
-39.684916,-54.403769,1.0
-11.325177,-12.119806,1.0
-77.145526,-88.420471,1.0
-17.163113,-26.391930,1.0
-43.677681,-58.863604,1.0
-23.489026,-31.179422,1.0
-89.865818,-98.462765,1.0
-12.692138,-18.994522,1.0
-62.657942,-71.215913,1.0
-7.060153,-14.182337,1.0
-28.217693,-38.864512,1.0
-49.712561,-56.002767,1.0
-45.055820,-56.107505,1.0
-75.065653,-90.236473,1.0
-8.821141,-17.895909,1.0
-14.192545,-18.388386,1.0
-48.728019,-62.058586,1.0
-4.623102,-4.887809,1.0
-19.864685,-27.085077,1.0
-44.182607,-55.830886,1.0
-71.909165,-84.711232,1.0
-62.243737,-77.139343,1.0
-21.131716,-26.417248,1.0
-20.084159,-26.351108,1.0
-46.094805,-57.050454,1.0
-78.367251,-87.690030,1.0
-37.542948,-46.973642,1.0
-42.768538,-53.322857,1.0
-46.023156,-54.170155,1.0
-73.452164,-84.777441,1.0
-44.287550,-52.597785,1.0
-13.103519,-21.698291,1.0
-21.931441,-32.008050,1.0
-27.188996,-32.911834,1.0
-53.404118,-64.716076,1.0
-11.729862,-18.994522,1.0
-4.092474,-10.393141,1.0
-97.166866,-109.257712,1.0
-4.623102,-4.887809,1.0
-58.728907,-72.824244,1.0
-28.139050,-35.583601,1.0
-70.344656,-78.960803,1.0
-13.134088,-19.980358,1.0
-18.787877,-26.535031,1.0
-25.151968,-33.125363,1.0
-57.204062,-64.731630,1.0
-58.934155,-70.842289,1.0
-68.284818,-77.072876,1.0
-34.169624,-42.303778,1.0
-56.827601,-59.078852,1.0
-32.555958,-40.537747,1.0
-74.451195,-94.134439,1.0
-8.565794,-16.797297,1.0
-33.209494,-39.999651,1.0
-59.084363,-69.921328,1.0
-20.777306,-25.423680,1.0
-105.918102,-113.899556,1.0
-87.242542,-91.070923,1.0
-120.325306,-132.457475,1.0
-6.603916,-15.133792,1.0
-18.598635,-26.327392,1.0
-54.164895,-60.143117,1.0
-12.135327,-18.994522,1.0
-64.531476,-83.784761,1.0
-24.471463,-29.789305,1.0
-49.622756,-70.909658,1.0
-12.135327,-18.589057,1.0
-4.623102,-4.887809,1.0
-61.935716,-72.461970,1.0
-39.183487,-50.021681,1.0
-7.592032,-14.942737,1.0
-110.099579,-122.231542,1.0
-33.126192,-40.222666,1.0
-15.624510,-21.805943,1.0
-15.789815,-21.295729,1.0
-22.759204,-36.602749,1.0
-27.671149,-36.785071,1.0
-36.144487,-53.294686,1.0
-4.623102,-4.887809,1.0
-96.429417,-108.487390,1.0
-46.090167,-54.968662,1.0
-51.186555,-60.683290,1.0
-22.780602,-30.538964,1.0
-38.665818,-45.538552,1.0
-72.767792,-100.753352,1.0
-29.111511,-36.667288,1.0
-73.434977,-99.884189,1.0
-38.956462,-46.381969,1.0
-84.731159,-94.116312,1.0
-23.169904,-30.486275,1.0
-32.818572,-37.363424,1.0
-9.190888,-16.391832,1.0
-30.383273,-38.394509,1.0
-43.686707,-52.447388,1.0
-137.213401,-149.563321,1.0
-13.385285,-20.786281,1.0
-14.929431,-21.260405,1.0
-4.623102,-4.887809,1.0
-26.903236,-33.670445,1.0
-38.591098,-45.939837,1.0
-30.702395,-38.933505,1.0
-44.436191,-52.878171,1.0
-71.132595,-80.176874,1.0
-12.286673,-19.176843,1.0
-8.936654,-15.795849,1.0
-43.160767,-53.655106,1.0
-16.085813,-23.629813,1.0
-31.418611,-40.149899,1.0
-99.678530,-96.757089,1.0
-39.166716,-47.284578,1.0
-130.656116,-143.865679,1.0
-18.943231,-25.891155,1.0
-21.886126,-33.740548,1.0
-18.720088,-28.694515,1.0
-5.595633,-5.189134,1.0
-64.929089,-72.440674,1.0
-69.492764,-73.864372,1.0
-31.672773,-40.864663,1.0
-46.220625,-55.176194,1.0
-52.703680,-70.520776,1.0
-76.962461,-86.729852,1.0
-102.607058,-115.512847,1.0
-21.698385,-31.460355,1.0
-4.623102,-4.887809,1.0
-18.813178,-27.136371,1.0
-67.714116,-83.007872,1.0
-18.634930,-26.615074,1.0
-41.806580,-50.383695,1.0
-55.429946,-64.118609,1.0
-20.078862,-27.308221,1.0
-36.917014,-46.417184,1.0
-53.200158,-61.097559,1.0
-8.999833,-17.289774,1.0
-16.950308,-24.048523,1.0
-71.957884,-86.595189,1.0
-56.456422,-71.442994,1.0
-12.404456,-18.994522,1.0
-24.696644,-33.699638,1.0
-52.253561,-57.356619,1.0
-19.131062,-24.876331,1.0
-15.584593,-22.666839,1.0
-23.316913,-31.653989,1.0
-25.837305,-35.974140,1.0
-73.434977,-99.884189,1.0
-22.349938,-29.471450,1.0
-60.379867,-82.651577,1.0
-100.155631,-112.881809,1.0
-34.323836,-57.252578,1.0
-17.163113,-23.173054,1.0
-99.887570,-111.191471,1.0
-4.166865,-5.839264,1.0
-69.821157,-82.280450,1.0
-27.692427,-37.989044,1.0
-4.623102,-4.887809,1.0
-59.998365,-68.042566,1.0
-52.206906,-59.950157,1.0
-111.500397,-137.295660,1.0
-49.612576,-59.159267,1.0
-84.659422,-104.863936,1.0
-43.919135,-52.002244,1.0
-36.838786,-46.750882,1.0
-24.904334,-30.308406,1.0
-41.786966,-50.356265,1.0
-86.791287,-106.425305,1.0
-13.877093,-20.093134,1.0
-41.063030,-48.265804,1.0
-6.603916,-15.133792,1.0
-66.250090,-76.675951,1.0
-35.292289,-44.908666,1.0
-59.111122,-67.144383,1.0
-8.663814,-15.926469,1.0
-47.190761,-53.294686,1.0
-51.600365,-62.664926,1.0
-57.361571,-68.471495,1.0
-10.562907,-18.994522,1.0
-28.361188,-34.950925,1.0
-39.934111,-47.435753,1.0
-87.830340,-99.681114,1.0
-13.879231,-26.343140,1.0
-25.668248,-32.782293,1.0
-88.753268,-103.203166,1.0
-80.510750,-90.606301,1.0
-75.065653,-90.236473,1.0
-49.622756,-70.909658,1.0
-42.692280,-55.632704,1.0
-4.623102,-4.887809,1.0
-113.969540,-121.868973,1.0
-104.423871,-116.900097,1.0
-43.885509,-51.176925,1.0
-40.380776,-50.706922,1.0
-49.634539,-59.437547,1.0
-36.170729,-46.261921,1.0
-17.621475,-27.308221,1.0
-153.492499,-176.479772,1.0
-32.623578,-44.396291,1.0
-48.928337,-55.473641,1.0
-66.636104,-78.057529,1.0
-26.204456,-30.486275,1.0
-45.718791,-45.548971,1.0
-97.295889,-109.328794,1.0
-80.213048,-90.315479,1.0
-88.042275,-102.006674,1.0
-48.107544,-50.665409,1.0
-93.572529,-106.475877,1.0
-50.312768,-67.305620,1.0
-81.618312,-96.690125,1.0
-43.722064,-53.033421,1.0
-52.124018,-60.862981,1.0
-8.821141,-17.895909,1.0
-92.720606,-100.160889,1.0
-24.572362,-33.534696,1.0
-19.818700,-27.595903,1.0
-97.782841,-108.303941,1.0
-57.755979,-66.052023,1.0
-85.395957,-96.110877,1.0
-103.746996,-130.987523,1.0
-17.829010,-28.863036,1.0
-4.623102,-4.887809,1.0
-21.833603,-30.080810,1.0
-26.240776,-34.155006,1.0
-70.850277,-83.115504,1.0
-29.740119,-37.701361,1.0
-12.502816,-18.988229,1.0
-78.307751,-87.963039,1.0
-12.135327,-19.687669,1.0
-46.591140,-55.382496,1.0
-97.173918,-115.099526,1.0
-61.189943,-65.755273,1.0
-93.115870,-104.534467,1.0
-4.623102,-4.887809,1.0
-111.230069,-120.346858,1.0
-9.884035,-18.994522,1.0
-21.221611,-26.343140,1.0
-62.023686,-75.371079,1.0
-43.865640,-53.940808,1.0
-92.058641,-106.165681,1.0
-20.776479,-25.947383,1.0
-65.531767,-74.238393,1.0
-39.270619,-48.633499,1.0
-54.235575,-61.538975,1.0
-35.726726,-45.420279,1.0
-11.219036,-17.741759,1.0
-8.345682,-16.232404,1.0
-25.355089,-35.791819,1.0
-23.700372,-31.712400,1.0
-7.570979,-15.256852,1.0
-41.340091,-51.272556,1.0
-75.065653,-90.236473,1.0
-64.627231,-69.641050,1.0
-21.246877,-29.329772,1.0
-26.204456,-30.486275,1.0
-37.934318,-44.374851,1.0
-50.668495,-61.122877,1.0
-14.620387,-21.757201,1.0
-4.623102,-4.887809,1.0
-75.770479,-95.915727,1.0
-30.040997,-36.602749,1.0
-95.421174,-110.529565,1.0
-43.331112,-51.384166,1.0
-50.369870,-57.851881,1.0
-37.087020,-44.393200,1.0
-9.532637,-19.687669,1.0
-86.598381,-92.321769,1.0
-80.486017,-94.182469,1.0
-34.441442,-41.057914,1.0
-22.885853,-29.930083,1.0
-93.540891,-102.127137,1.0
-52.124192,-71.266333,1.0
-34.312449,-42.912016,1.0
-62.164458,-71.571787,1.0
-55.025480,-65.108022,1.0
-28.199674,-36.254442,1.0
-22.129267,-31.420264,1.0
-68.493447,-86.834848,1.0
-4.623102,-4.887809,1.0
-10.055885,-18.589057,1.0
-85.417846,-98.658622,1.0
-48.599426,-57.549991,1.0
-52.282166,-60.462748,1.0
-36.100256,-45.856455,1.0
-25.447949,-34.610319,1.0
-63.142959,-76.653080,1.0
-28.087657,-36.872082,1.0
-26.511293,-33.335083,1.0
-23.013586,-30.563984,1.0
-10.986721,-18.994522,1.0
-12.135327,-19.687669,1.0
-120.781622,-134.057006,1.0
-33.266656,-35.463315,1.0
-73.767336,-84.431228,1.0
-40.761078,-51.987856,1.0
-51.126963,-56.443837,1.0
-40.808220,-52.958214,1.0
-55.291433,-58.673187,1.0
-90.176059,-101.061682,1.0
-41.786966,-51.965703,1.0
-16.302192,-25.526933,1.0
-16.758429,-24.575478,1.0
-9.532637,-19.687669,1.0
-27.827495,-36.484966,1.0
-86.525705,-93.110421,1.0
-13.134088,-19.980358,1.0
-79.696059,-88.421168,1.0
-71.858804,-86.654748,1.0
-27.524546,-36.091924,1.0
-16.031037,-24.880473,1.0
-56.514589,-66.648187,1.0
-94.264989,-101.572385,1.0
-62.019993,-72.686891,1.0
-79.996747,-85.574175,1.0
-16.808079,-23.646263,1.0
-56.866810,-71.381705,1.0
-46.907758,-53.596687,1.0
-47.632594,-57.165887,1.0
-59.658356,-68.084888,1.0
-15.505666,-22.603205,1.0
-52.276750,-61.833266,1.0
-36.683467,-47.670829,1.0
-29.285395,-42.477731,1.0
-46.731229,-53.517829,1.0
-19.801989,-29.608338,1.0
-54.302587,-64.005055,1.0
-40.471058,-52.864528,1.0
-20.789010,-28.162509,1.0
